Title,Author,Date,Excerpt,Excerpt_cleaned,Excerpt_tokens,polarity,sentiment
How CBN’s new FX Code will enhance market liquidity,Hope Moses-Ashike,"Jan 29, 2025","The Central Bank of Nigeria (CBN) has released a new Foreign Exchange (FX) code aimed at enhancing liquidity, transparency and...",central bank nigeria cbn released new foreign exchange fx code aimed enhancing liquidity transparency,"['central', 'bank', 'nigeria', 'cbn', 'released', 'new', 'foreign', 'exchange', 'fx', 'code', 'aimed', 'enhancing', 'liquidity', 'transparency']",0.0037878787878787845,Neutral
FG’s 10-year bond rallies on 22.6% yield,Eniola Olatunji,"Jan 29, 2025","…DMO sees oversubscription on 7-year, 10-year bonds The Debt Management Office (DMO) opened a new 10-year tenured bond at 22.60...",…dmo see oversubscription 7year 10year bond debt management office dmo opened new 10year tenured bond 2260,"['…dmo', 'see', 'oversubscription', '7year', '10year', 'bond', 'debt', 'management', 'office', 'dmo', 'opened', 'new', '10year', 'tenured', 'bond', '2260']",0.13636363636363635,Positive
Energy-starved Nigeria flares most gas in four years,Abubakar Ibrahim,"Jan 29, 2025","…Flared gas valued at $1.1bn Nigeria, Africa’s largest exporter of natural gas, has flared its highest volume of natural gas...",…flared gas valued 11bn nigeria africa ’ largest exporter natural gas flared highest volume natural gas,"['…flared', 'gas', 'valued', '11bn', 'nigeria', 'africa', '’', 'largest', 'exporter', 'natural', 'gas', 'flared', 'highest', 'volume', 'natural', 'gas']",0.1,Neutral
MTNN CEO confident regulator’s service quality deadline possible,Temitayo Jaiyeola,"Jan 29, 2025","…As telcos await green light on new tariff Karl Toriola, MTN Nigeria’s chief executive officer, is confident that the telecommunication...",…as telco await green light new tariff karl toriola mtn nigeria ’ chief executive officer confident telecommunication,"['…as', 'telco', 'await', 'green', 'light', 'new', 'tariff', 'karl', 'toriola', 'mtn', 'nigeria', '’', 'chief', 'executive', 'officer', 'confident', 'telecommunication']",0.2090909090909091,Positive
Naira rare stability sparks renewed confidence among investors,Wasiu Alli,"Jan 28, 2025",Nigerian investors and top chief executives are betting on the new-found stability of the naira to plan for their firms’...,nigerian investor top chief executive betting newfound stability naira plan firm ’,"['nigerian', 'investor', 'top', 'chief', 'executive', 'betting', 'newfound', 'stability', 'naira', 'plan', 'firm', '’']",0.15,Positive
Nearly 3700 Nigerians affected as US releases deportation list,Oluwatosin Ogunjuyigbe,"Jan 28, 2025","About 3,690 Nigerians living in the United States might be sent back home as President Trump launches a new push...",3690 nigerian living united state might sent back home president trump launch new push,"['3690', 'nigerian', 'living', 'united', 'state', 'might', 'sent', 'back', 'home', 'president', 'trump', 'launch', 'new', 'push']",0.06818181818181818,Neutral
"FG, LASG seal deal to begin 68km Green Line rail project connecting VI, Lekki, Ajah",Taofeek Oyedokun,"Jan 28, 2025",The Lagos State government has sealed a deal with the federal government to begin a 68km Green Line rail project...,lagos state government sealed deal federal government begin 68km green line rail project,"['lagos', 'state', 'government', 'sealed', 'deal', 'federal', 'government', 'begin', '68km', 'green', 'line', 'rail', 'project']",-0.2,Negative
Naira appreciates further after CBN releases FX Code,Hope Moses-Ashike,"Jan 28, 2025",The naira on Tuesday appreciated further in the black market after the Central Bank of Nigeria (CBN) released the foreign...,naira tuesday appreciated black market central bank nigeria cbn released foreign,"['naira', 'tuesday', 'appreciated', 'black', 'market', 'central', 'bank', 'nigeria', 'cbn', 'released', 'foreign']",-0.02291666666666666,Neutral
FGN Bonds rally as yield on new 10-yr bond hits record 22.6%,Eniola Olatunji,"Jan 28, 2025","…DMO sees oversubscription on 7-year, 10-year bonds The Debt Management Office (DMO) opened a new 10-year tenured bond at a...",…dmo see oversubscription 7year 10year bond debt management office dmo opened new 10year tenured bond,"['…dmo', 'see', 'oversubscription', '7year', '10year', 'bond', 'debt', 'management', 'office', 'dmo', 'opened', 'new', '10year', 'tenured', 'bond']",0.13636363636363635,Positive
How government-run businesses fail,Wasiu Alli,"Jan 28, 2025",Adapalm Nigeria Limited was founded in 1975 by the old East Central State. It was transferred to the Imo State...,adapalm nigeria limited founded 1975 old east central state transferred imo state,"['adapalm', 'nigeria', 'limited', 'founded', '1975', 'old', 'east', 'central', 'state', 'transferred', 'imo', 'state']",0.009523809523809526,Neutral
Tinubu wants to drill Ogoni oil but cleanup drags,Odinaka Anudu,"Jan 28, 2025",President Bola Tinubu is planning to re-enter Ogoni in Rivers State to drill oil but he will need to engineer...,president bola tinubu planning reenter ogoni river state drill oil need engineer,"['president', 'bola', 'tinubu', 'planning', 'reenter', 'ogoni', 'river', 'state', 'drill', 'oil', 'need', 'engineer']",0.0,Neutral
Five banks clear USSD debt as deadline elapses,Temitayo Jaiyeola,"Jan 28, 2025",At least five of the nine banks owing telecommunication companies N160 billion for the Unstructured Supplementary Service Data (USSD) have...,least five nine bank owing telecommunication company n160 billion unstructured supplementary service data ussd,"['least', 'five', 'nine', 'bank', 'owing', 'telecommunication', 'company', 'n160', 'billion', 'unstructured', 'supplementary', 'service', 'data', 'ussd']",-0.3,Negative
Five reasons naira will remain calm in 2025,Wasiu Alli,"Jan 27, 2025","The Nigerian naira has found some relative calmness on the back of some policy actions implemented by the current government,...",nigerian naira found relative calmness back policy action implemented current government,"['nigerian', 'naira', 'found', 'relative', 'calmness', 'back', 'policy', 'action', 'implemented', 'current', 'government']",0.025,Neutral
"Naira strengthens to 1,650/$ as dollar faces largest weekly loss",Hope Moses-Ashike,"Jan 27, 2025","The naira gained strength on Monday, appreciating to N1,650 per dollar in the parallel market, as the U.S. dollar experienced...",naira gained strength monday appreciating n1650 per dollar parallel market u dollar experienced,"['naira', 'gained', 'strength', 'monday', 'appreciating', 'n1650', 'per', 'dollar', 'parallel', 'market', 'u', 'dollar', 'experienced']",0.4,Positive
Federal Civil Service Commission begins fresh recruitment via portal,Anthony Ailemen,"Jan 27, 2025",The Federal Civil Service Commission (FCSC) has opened its portal and is receiving applications for recruitments into various vacancies in...,federal civil service commission fcsc opened portal receiving application recruitment various vacancy,"['federal', 'civil', 'service', 'commission', 'fcsc', 'opened', 'portal', 'receiving', 'application', 'recruitment', 'various', 'vacancy']",0.0,Neutral
Banks race to clear N160bn USSD debt as disconnection looms,Temitayo Jaiyeola,"Jan 27, 2025",At least five of the nine banks owing telecommunication companies N160 billion as Unstructured Supplementary Service Data (USSD) debt have...,least five nine bank owing telecommunication company n160 billion unstructured supplementary service data ussd debt,"['least', 'five', 'nine', 'bank', 'owing', 'telecommunication', 'company', 'n160', 'billion', 'unstructured', 'supplementary', 'service', 'data', 'ussd', 'debt']",-0.3,Negative
What Venture Global record IPO means for LNG market,Dipo Oladehinde,"Jan 27, 2025","Venture Global, the second-largest exporter of liquefied natural gas in the United States, has raised $1.75 billion, marking the first...",venture global secondlargest exporter liquefied natural gas united state raised 175 billion marking first,"['venture', 'global', 'secondlargest', 'exporter', 'liquefied', 'natural', 'gas', 'united', 'state', 'raised', '175', 'billion', 'marking', 'first']",0.11666666666666665,Positive
Japa drains hospitals of specialist doctors,Temitayo Ayetoto-Oladehinde,"Jan 27, 2025",Emeka Madu’s life was thrown into chaos last week when his nursing wife suffered a sudden health emergency. He rushed...,emeka madu ’ life thrown chaos last week nursing wife suffered sudden health emergency rushed,"['emeka', 'madu', '’', 'life', 'thrown', 'chaos', 'last', 'week', 'nursing', 'wife', 'suffered', 'sudden', 'health', 'emergency', 'rushed']",0.0,Neutral
How a ‘quiet’ company is powering Nigeria with million-dollar deals,Oladehinde Oladipo,"Jan 27, 2025","Nigeria’s power sector has long struggled with unreliable infrastructure, chronic blackouts, and a lack of investment, creating significant barriers to...",nigeria ’ power sector long struggled unreliable infrastructure chronic blackout lack investment creating significant barrier,"['nigeria', '’', 'power', 'sector', 'long', 'struggled', 'unreliable', 'infrastructure', 'chronic', 'blackout', 'lack', 'investment', 'creating', 'significant', 'barrier']",0.1625,Positive
PFAs’ N22.3trn assets reap big from foreign money market,BusinessDay,"Jan 27, 2025","…As T-bills, private equities provideIG good returns Since the introduction of the Contributory Pension Scheme (CPS) in 2004, pension fund...",…as tbills private equity provideig good return since introduction contributory pension scheme cps 2004 pension fund,"['…as', 'tbills', 'private', 'equity', 'provideig', 'good', 'return', 'since', 'introduction', 'contributory', 'pension', 'scheme', 'cps', '2004', 'pension', 'fund']",0.35,Positive
"Trump policies may weigh on foreign inflows, naira stability",BusinessDay,"Jan 27, 2025","A strong U.S. dollar under President Donald Trump’s leadership poses a threat to the naira and foreign investments, analysts say....",strong u dollar president donald trump ’ leadership pose threat naira foreign investment analyst say,"['strong', 'u', 'dollar', 'president', 'donald', 'trump', '’', 'leadership', 'pose', 'threat', 'naira', 'foreign', 'investment', 'analyst', 'say']",0.15416666666666667,Positive
PenCom's new commercial paper rules may crowd out small businesses,Eniola Olatunji,"Jan 27, 2025","The new commercial paper rules by the National Pension Commission (PenCom) could crowd out small businesses, according to analysts. PenCom...",new commercial paper rule national pension commission pencom could crowd small business according analyst pencom,"['new', 'commercial', 'paper', 'rule', 'national', 'pension', 'commission', 'pencom', 'could', 'crowd', 'small', 'business', 'according', 'analyst', 'pencom']",-0.03787878787878788,Neutral
The faces behind $6bn Mambilla power dispute,Dipo Oladehinde,"Jan 26, 2025","The Mambilla Power Project, a monumental hydroelectric initiative in Nigeria, has been at the centre of controversy for over three...",mambilla power project monumental hydroelectric initiative nigeria centre controversy three,"['mambilla', 'power', 'project', 'monumental', 'hydroelectric', 'initiative', 'nigeria', 'centre', 'controversy', 'three']",0.0,Neutral
Telcos tariff hike to close N551bn infrastructure funding gap,Temitayo Jaiyeola,"Jan 26, 2025",Telecommunication companies would be able to address a funding gap of at least N551.23 billion ($360 million) required for 4G...,telecommunication company would able address funding gap least n55123 billion 360 million required 4g,"['telecommunication', 'company', 'would', 'able', 'address', 'funding', 'gap', 'least', 'n55123', 'billion', '360', 'million', 'required', '4g']",0.1,Neutral
Here're three threats to naira stability,Hope Moses-Ashike,"Jan 26, 2025","Naira stability faces some challenges stemming from large fiscal deficits, a mounting debt burden, and persistently high inflation rates, which...",naira stability face challenge stemming large fiscal deficit mounting debt burden persistently high inflation rate,"['naira', 'stability', 'face', 'challenge', 'stemming', 'large', 'fiscal', 'deficit', 'mounting', 'debt', 'burden', 'persistently', 'high', 'inflation', 'rate']",0.18714285714285714,Positive
When constitution bows to cybersecurity act,BusinessDay,"Jan 26, 2025","…Is the tail now wagging the dog? …Freedom of expression in peril? Of late, many well-meaning individuals and groups have...",…is tail wagging dog …freedom expression peril late many wellmeaning individual group,"['…is', 'tail', 'wagging', 'dog', '…freedom', 'expression', 'peril', 'late', 'many', 'wellmeaning', 'individual', 'group']",0.06666666666666667,Neutral
Clerics rally round Trump on two-gender recognition,Seyi John Salau,"Jan 26, 2025","…Say, ‘God can use secular authority to bring good sense into apostate church’ President Donald Trump has begun to shake...",…say ‘ god use secular authority bring good sense apostate church ’ president donald trump begun shake,"['…say', '‘', 'god', 'use', 'secular', 'authority', 'bring', 'good', 'sense', 'apostate', 'church', '’', 'president', 'donald', 'trump', 'begun', 'shake']",0.7,Positive
Telecoms tariff hike: Be fair in your service delivery to customers – Nigerians urge telcos,BusinessDay,"Jan 26, 2025","…Want cases of drop calls, poor connections, arbitrary charges addressed …We are brutalised on all fronts, they lament Nigerians across...",…want case drop call poor connection arbitrary charge addressed …we brutalised front lament nigerian across,"['…want', 'case', 'drop', 'call', 'poor', 'connection', 'arbitrary', 'charge', 'addressed', '…we', 'brutalised', 'front', 'lament', 'nigerian', 'across']",-0.25,Negative
"Nigeria reels under poor human capital development, retention",Charles Ogwo,"Jan 26, 2025","…Loses best hands to ‘japa’ wave …Minister laments rot in education system Education is vital to human capital development, which...",…loses best hand ‘ japa ’ wave …minister lament rot education system education vital human capital development,"['…loses', 'best', 'hand', '‘', 'japa', '’', 'wave', '…minister', 'lament', 'rot', 'education', 'system', 'education', 'vital', 'human', 'capital', 'development']",0.3666666666666667,Positive
"Inflation, weak naira may push 13m Nigerians into poverty – PwC",Wasiu Alli,"Jan 25, 2025","At least 13 million Nigerians will be plunged into poverty in 2025 due to high inflation, rising interest rates and...",least 13 million nigerian plunged poverty 2025 due high inflation rising interest rate,"['least', '13', 'million', 'nigerian', 'plunged', 'poverty', '2025', 'due', 'high', 'inflation', 'rising', 'interest', 'rate']",-0.08833333333333333,Neutral
"'My family was locked up during impeachment’, Obasa breaks silence",Iwok Iniobong,"Jan 25, 2025","Mudashiru Obasa, the former speaker of Lagos House of Assembly, on Saturday, broke silence about his removal. He spoke during...",mudashiru obasa former speaker lagos house assembly saturday broke silence removal spoke,"['mudashiru', 'obasa', 'former', 'speaker', 'lagos', 'house', 'assembly', 'saturday', 'broke', 'silence', 'removal', 'spoke']",0.0,Neutral
"Scandal rocks EFCC as officers disappear with seized gold, $30,000",Chioma Onuh,"Jan 25, 2025","The Economic and Financial Crimes Commission (EFCC) continues to grapple with internal scandals, as fresh allegations of theft and misconduct...",economic financial crime commission efcc continues grapple internal scandal fresh allegation theft misconduct,"['economic', 'financial', 'crime', 'commission', 'efcc', 'continues', 'grapple', 'internal', 'scandal', 'fresh', 'allegation', 'theft', 'misconduct']",0.125,Positive
Police nab two suspects linked to kidnap of Odumosu's wife,Ojochenemi Onje,"Jan 25, 2025",Operatives of the Lagos State Commissioner of Police Special Squad have apprehended two suspects connected to the kidnapping of the...,operative lagos state commissioner police special squad apprehended two suspect connected kidnapping,"['operative', 'lagos', 'state', 'commissioner', 'police', 'special', 'squad', 'apprehended', 'two', 'suspect', 'connected', 'kidnapping']",0.35714285714285715,Positive
"Five trillionaires expected within a decade, says Oxfam",Chisom Michael,"Jan 25, 2025","The world is set to witness the emergence of five trillionaires within the next decade, according to Oxfam’s latest inequality...",world set witness emergence five trillionaires within next decade according oxfam ’ latest inequality,"['world', 'set', 'witness', 'emergence', 'five', 'trillionaires', 'within', 'next', 'decade', 'according', 'oxfam', '’', 'latest', 'inequality']",0.25,Positive
4 AI stocks making up 32.1% of Warren Buffett’s $295bn portfolio,Chisom Michael,"Jan 25, 2025","Warren Buffett, one of the world’s most successful investors, continues to shape the investment landscape through Berkshire Hathaway. As of...",warren buffett one world ’ successful investor continues shape investment landscape berkshire hathaway,"['warren', 'buffett', 'one', 'world', '’', 'successful', 'investor', 'continues', 'shape', 'investment', 'landscape', 'berkshire', 'hathaway']",0.75,Positive
"Export, innovation top successful strategies in 2025",David Olujinmi,"Jan 25, 2025","As Nigeria transitions from a turbulence-filled reform period into a phase of relative stabilisation, fortune has favored the bold—those firms...",nigeria transition turbulencefilled reform period phase relative stabilisation fortune favored bold—those firm,"['nigeria', 'transition', 'turbulencefilled', 'reform', 'period', 'phase', 'relative', 'stabilisation', 'fortune', 'favored', 'bold—those', 'firm']",0.20000000000000004,Positive
Nigeria’s FX reserves drop by $832.6m amid rising debt servicing,Wasiu Alli,"Jan 24, 2025",Nigeria’s foreign exchange reserves have fallen by $832.62 million in two weeks – between January 6 and January 21 –...,nigeria ’ foreign exchange reserve fallen 83262 million two week – january 6 january 21 –,"['nigeria', '’', 'foreign', 'exchange', 'reserve', 'fallen', '83262', 'million', 'two', 'week', '–', 'january', '6', 'january', '21', '–']",-0.125,Negative
Oshiomhole blames retired generals for illegal mining,BusinessDay,"Jan 24, 2025",…Senate committee raises Solid Minerals ministry’s budget to ₦539bn from ₦9bn   The Senate has recommended a capital budget of...,…senate committee raise solid mineral ministry ’ budget ₦539bn ₦9bn senate recommended capital budget,"['…senate', 'committee', 'raise', 'solid', 'mineral', 'ministry', '’', 'budget', '₦539bn', '₦9bn', 'senate', 'recommended', 'capital', 'budget']",0.0,Neutral
NASS to jack up Tinubu’s N49.7 trillion proposed budget as MDAs demand more cash,BusinessDay,"Jan 24, 2025",…experts say unfolding issues expose gaps in govt’s budgeting process There are strong signals that the National Assembly will substantially...,…experts say unfolding issue expose gap govt ’ budgeting process strong signal national assembly substantially,"['…experts', 'say', 'unfolding', 'issue', 'expose', 'gap', 'govt', '’', 'budgeting', 'process', 'strong', 'signal', 'national', 'assembly', 'substantially']",0.43333333333333335,Positive
"FULL LIST: Tinubu appoints Ganduje, others as board Chairmen",Anthony Ailemen,"Jan 24, 2025","President Bola Tinubu has appointed Bolaji Akinyemi as Chairman, board of the National Institute of International Affairs (NIIA), Lagos, as...",president bola tinubu appointed bolaji akinyemi chairman board national institute international affair niia lagos,"['president', 'bola', 'tinubu', 'appointed', 'bolaji', 'akinyemi', 'chairman', 'board', 'national', 'institute', 'international', 'affair', 'niia', 'lagos']",0.0,Neutral
Poverty drives public assets theft amid enforcement void,Ojochenemi Onje,"Jan 24, 2025","Poverty is driving theft and vandalism of public assets, but the major culprit is the lack of enforcement of existing...",poverty driving theft vandalism public asset major culprit lack enforcement existing,"['poverty', 'driving', 'theft', 'vandalism', 'public', 'asset', 'major', 'culprit', 'lack', 'enforcement', 'existing']",0.03125,Neutral
Banks lower rates on FX deposits as supply rises,Chinwe Michael,"Jan 24, 2025","Banks are beginning to reduce their interest rates on foreign exchange (FX) deposits as dollar supply improves. Olusegun Alebiosu, chief...",bank beginning reduce interest rate foreign exchange fx deposit dollar supply improves olusegun alebiosu chief,"['bank', 'beginning', 'reduce', 'interest', 'rate', 'foreign', 'exchange', 'fx', 'deposit', 'dollar', 'supply', 'improves', 'olusegun', 'alebiosu', 'chief']",-0.125,Negative
Upbeat CEOs say shock over as reforms kick in,Wasiu Alli,"Jan 24, 2025","Chief executives of top firms in Nigeria have re-echoed their optimism for 2025, affirming that the reforms of the government...",chief executive top firm nigeria reechoed optimism 2025 affirming reform government,"['chief', 'executive', 'top', 'firm', 'nigeria', 'reechoed', 'optimism', '2025', 'affirming', 'reform', 'government']",0.15,Positive
"Nollywood bets on big screens, YouTube as streaming dollars slow",Anthony Udugba,"Jan 24, 2025","The Nollywood industry is optimistic about 2025, predicting growth in the theatrical sector and increased box office revenues. This outlook...",nollywood industry optimistic 2025 predicting growth theatrical sector increased box office revenue outlook,"['nollywood', 'industry', 'optimistic', '2025', 'predicting', 'growth', 'theatrical', 'sector', 'increased', 'box', 'office', 'revenue', 'outlook']",0.0,Neutral
"Jeremiah Useni, FCT minister under Abacha, is dead",Nathaniel Gbaoron,"Jan 23, 2025","Caleb Manasseh Mutfwang, Plateau State governor, has announced the death of Jeremiah Useni, a retired Lt. general and former minister...",caleb manasseh mutfwang plateau state governor announced death jeremiah useni retired lt general former minister,"['caleb', 'manasseh', 'mutfwang', 'plateau', 'state', 'governor', 'announced', 'death', 'jeremiah', 'useni', 'retired', 'lt', 'general', 'former', 'minister']",0.02500000000000001,Neutral
"Naira seen appreciating to 1,300/$ in 2025",Hope Moses-Ashike,"Jan 23, 2025",…Nigerian currency is competitive – Cardoso The Nigerian Economic Summit Group (NESG) on Thursday projected a notable appreciation of the...,…nigerian currency competitive – cardoso nigerian economic summit group nesg thursday projected notable appreciation,"['…nigerian', 'currency', 'competitive', '–', 'cardoso', 'nigerian', 'economic', 'summit', 'group', 'nesg', 'thursday', 'projected', 'notable', 'appreciation']",0.35,Positive
"Inflation rebasing drives N2.49trn T-bills oversubscription, expectations of rate cut",Eniola Olatunji,"Jan 23, 2025",Nigeria’s one-year Treasury bill auction was oversubscribed to the tune of N2.49 trillion as investors lock in on current yields...,nigeria ’ oneyear treasury bill auction oversubscribed tune n249 trillion investor lock current yield,"['nigeria', '’', 'oneyear', 'treasury', 'bill', 'auction', 'oversubscribed', 'tune', 'n249', 'trillion', 'investor', 'lock', 'current', 'yield']",0.0,Neutral
Three things Nigeria must do to achieve 5.5 percent real GDP growth rate in 2025 – Omisakin,Chinwe Michael,"Jan 23, 2025","Olusegun Omisakin, chief economist of NESG has projected that Nigeria’s economy could achieve a 5.5% gross domestic growth rate in...",olusegun omisakin chief economist nesg projected nigeria ’ economy could achieve 55 gross domestic growth rate,"['olusegun', 'omisakin', 'chief', 'economist', 'nesg', 'projected', 'nigeria', '’', 'economy', 'could', 'achieve', '55', 'gross', 'domestic', 'growth', 'rate']",0.0,Neutral
"FX pressures seen easing on investments, transparency",Wasiu Alli,"Jan 23, 2025","Pressures on the naira is expected to further moderate on the back of recent investments in oil, the proposed tax...",pressure naira expected moderate back recent investment oil proposed tax,"['pressure', 'naira', 'expected', 'moderate', 'back', 'recent', 'investment', 'oil', 'proposed', 'tax']",-0.025,Neutral
"Nigeria’s high interest rate is stoking inflation, Oyedele says",Oluwole Crowther,"Jan 23, 2025","Taiwo Oyedele, Chairman of the Presidential Fiscal Policy and Tax Reforms Committee, has presented a compelling counterargument against the prevailing...",taiwo oyedele chairman presidential fiscal policy tax reform committee presented compelling counterargument prevailing,"['taiwo', 'oyedele', 'chairman', 'presidential', 'fiscal', 'policy', 'tax', 'reform', 'committee', 'presented', 'compelling', 'counterargument', 'prevailing']",0.3,Positive
"BDC operator links Mamman, former Power Minister to alleged N33.8bn fraud with receipt of over N22bn",Ojochenemi Onje,"Jan 23, 2025","A Bureau de Change (BDC) operator says it received over ₦22 billion from the Federal Ministry of Power, implicating the...",bureau de change bdc operator say received ₦22 billion federal ministry power implicating,"['bureau', 'de', 'change', 'bdc', 'operator', 'say', 'received', '₦22', 'billion', 'federal', 'ministry', 'power', 'implicating']",0.0,Neutral
"Number of private equity investors dipped in 2024, but exit stories stole spotlight",David Olujinmi,"Jan 23, 2025","The number of active start-up investors in Africa declined in 2024, hitting its lowest point since 2021. Yet, amidst the...",number active startup investor africa declined 2024 hitting lowest point since 2021 yet amidst,"['number', 'active', 'startup', 'investor', 'africa', 'declined', '2024', 'hitting', 'lowest', 'point', 'since', '2021', 'yet', 'amidst']",-0.13333333333333333,Negative
Here’re top five most active stocks in 2025,David Olujinmi,"Jan 23, 2025",Trading activity on the Nigerian Exchange (NGX) in 2025 has been relatively subdued compared to the same period in 2024....,trading activity nigerian exchange ngx 2025 relatively subdued compared period 2024,"['trading', 'activity', 'nigerian', 'exchange', 'ngx', '2025', 'relatively', 'subdued', 'compared', 'period', '2024']",0.0,Neutral
Nigerian airlines miss out on global gains over safety certifications,Ifeoma Okeke-Korieocha,"Jan 23, 2025","Some domestic carriers are missing out on benefits that the International Air Transport Association (IATA) certifications present, including exposure to...",domestic carrier missing benefit international air transport association iata certification present including exposure,"['domestic', 'carrier', 'missing', 'benefit', 'international', 'air', 'transport', 'association', 'iata', 'certification', 'present', 'including', 'exposure']",-0.05,Neutral
Landmark Group taps N30bn for W/Africa beachfront expansion,Chuka Uroko,"Jan 23, 2025","Authorities of Landmark Group, which prides itself as one stop-shop for business, leisure and lifestyle, say they are raising $20...",authority landmark group pride one stopshop business leisure lifestyle say raising 20,"['authority', 'landmark', 'group', 'pride', 'one', 'stopshop', 'business', 'leisure', 'lifestyle', 'say', 'raising', '20']",0.0,Neutral
NLC threatens nationwide telecoms boycott over 50% tariff hike,Temitayo Jaiyeola,"Jan 23, 2025",The Nigeria Labour Congress has asked Nigerians to prepare for a nationwide boycott of telecommunication services in protest of the...,nigeria labour congress asked nigerian prepare nationwide boycott telecommunication service protest,"['nigeria', 'labour', 'congress', 'asked', 'nigerian', 'prepare', 'nationwide', 'boycott', 'telecommunication', 'service', 'protest']",0.0,Neutral
Nigeria's public debt surges to N142trn on weak naira,Ifeoluwa Adebayo,"Jan 22, 2025",Nigeria’s public debt profile has yet again increased by N8.02 trillion to N142 trillion as at the end of September...,nigeria ’ public debt profile yet increased n802 trillion n142 trillion end september,"['nigeria', '’', 'public', 'debt', 'profile', 'yet', 'increased', 'n802', 'trillion', 'n142', 'trillion', 'end', 'september']",0.0,Neutral
"FG approves licence for new 10,000bpd refinery in Delta",Abubakar Ibrahim,"Jan 22, 2025","The Federal Government, through the Nigerian Midstream and Downstream Petroleum Regulatory Authority (NMDPRA), has approved the construction of a new...",federal government nigerian midstream downstream petroleum regulatory authority nmdpra approved construction new,"['federal', 'government', 'nigerian', 'midstream', 'downstream', 'petroleum', 'regulatory', 'authority', 'nmdpra', 'approved', 'construction', 'new']",0.13636363636363635,Positive
Beatrice Ekweremadu freed from UK prison - Reports,BusinessDay,"Jan 22, 2025","Beatrice Ekweremadu, the wife of Ike Ekweremadu former deputy senate president, has been released from prison in the United Kingdom...",beatrice ekweremadu wife ike ekweremadu former deputy senate president released prison united kingdom,"['beatrice', 'ekweremadu', 'wife', 'ike', 'ekweremadu', 'former', 'deputy', 'senate', 'president', 'released', 'prison', 'united', 'kingdom']",0.0,Neutral
Top 10 Nigerian universities in Times Higher Education 2025 rankings,Charles Ogwo,"Jan 22, 2025","The Covenant University, a private Christian institution in Ota, Ogun State, once again emerged as the best varsity in Nigeria...",covenant university private christian institution ota ogun state emerged best varsity nigeria,"['covenant', 'university', 'private', 'christian', 'institution', 'ota', 'ogun', 'state', 'emerged', 'best', 'varsity', 'nigeria']",0.3333333333333333,Positive
"Manufacturing, telecoms, mining now top three VAT earners for Nigeria",BusinessDay,"Jan 22, 2025",Manufacturing and information technology as well as mining and quarrying have emerged as the top three sources of VAT revenues...,manufacturing information technology well mining quarrying emerged top three source vat revenue,"['manufacturing', 'information', 'technology', 'well', 'mining', 'quarrying', 'emerged', 'top', 'three', 'source', 'vat', 'revenue']",0.5,Positive
MTNN tops market as telcos set to reap N6.6trn,BusinessDay,"Jan 22, 2025",MTN Nigeria Communications made the biggest gain on Tuesday a day after the federal government announced a 50 percent tariff...,mtn nigeria communication made biggest gain tuesday day federal government announced 50 percent tariff,"['mtn', 'nigeria', 'communication', 'made', 'biggest', 'gain', 'tuesday', 'day', 'federal', 'government', 'announced', '50', 'percent', 'tariff']",0.0,Neutral
What US' withdrawal from WHO means for Nigeria,Godsgift Onyedinefu,"Jan 22, 2025",The withdrawal of the United States from the World Health Organization (WHO) could have significant implications for Nigeria and global...,withdrawal united state world health organization could significant implication nigeria global,"['withdrawal', 'united', 'state', 'world', 'health', 'organization', 'could', 'significant', 'implication', 'nigeria', 'global']",0.1875,Positive
FX-induced FAAC windfall dries up as naira stabilises,Wasiu Alli,"Jan 22, 2025",Naira stability will halt the federation allocation windfall that has been enjoyed by federal and state governments in the last...,naira stability halt federation allocation windfall enjoyed federal state government last,"['naira', 'stability', 'halt', 'federation', 'allocation', 'windfall', 'enjoyed', 'federal', 'state', 'government', 'last']",0.25,Positive
Short-let apartments rise on urban growth,BusinessDay,"Jan 22, 2025","In a very significant way, the short-let segment of the rental market in Lagos has demonstrated strength in terms of...",significant way shortlet segment rental market lagos demonstrated strength term,"['significant', 'way', 'shortlet', 'segment', 'rental', 'market', 'lagos', 'demonstrated', 'strength', 'term']",0.375,Positive
Transgrid Enerco signs agreement to acquire Eko DisCo,Odinaka Anudu,"Jan 21, 2025",Transgrid Enerco Limited has signed the Share Purchase Agreement (SPA) to acquire a 60 percent equity stake in Eko Electricity...,transgrid enerco limited signed share purchase agreement spa acquire 60 percent equity stake eko electricity,"['transgrid', 'enerco', 'limited', 'signed', 'share', 'purchase', 'agreement', 'spa', 'acquire', '60', 'percent', 'equity', 'stake', 'eko', 'electricity']",-0.07142857142857142,Neutral
"Axxela, Stanbic acquire 60% stake in Nigeria’s second largest DisCo",Faith Esifiho,"Jan 21, 2025","Transgrid Enerco Limited, a consortium comprising Stanbic IBTC Infrastructure Growth Fund (SIIF), North-South Power Company Limited (NSP), and Axxela Limited,...",transgrid enerco limited consortium comprising stanbic ibtc infrastructure growth fund siif northsouth power company limited nsp axxela limited,"['transgrid', 'enerco', 'limited', 'consortium', 'comprising', 'stanbic', 'ibtc', 'infrastructure', 'growth', 'fund', 'siif', 'northsouth', 'power', 'company', 'limited', 'nsp', 'axxela', 'limited']",-0.07142857142857142,Neutral
